ID	Name
NC_008600	Bacillus thuringiensis str. Al Hakam
NC_008609	Pelobacter propionicus DSM 2379
NC_008610	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)
NC_008611	Mycobacterium ulcerans Agy99
NC_008618	Bifidobacterium adolescentis ATCC 15703
NC_008686	Paracoccus denitrificans PD1222 chromosome 1
NC_008687	Paracoccus denitrificans PD1222 chromosome 2
NC_008699	Nocardioides sp. JS614
NC_008700	Shewanella amazonensis SB2B
NC_008705	Mycobacterium sp. KMS
NC_008702	Azoarcus sp. BH72
NC_008709	Psychromonas ingrahamii 37
NC_008710	Borrelia turicatae 91E135
NC_008711	Arthrobacter aurescens TC1
NC_008726	Mycobacterium vanbaalenii PYR-1
NC_008571	Gramella forsetii KT0803
NC_008740	Marinobacter aquaeolei VT8
NC_008750	Shewanella sp. W3-18-1
NC_008751	Desulfovibrio vulgaris DP4
NC_008752	Acidovorax citrulli AAC00-1
NC_008782	Acidovorax sp. JS42
NC_008784	Burkholderia mallei SAVP1 chromosome II
NC_008785	Burkholderia mallei SAVP1 chromosome I
NC_008783	Bartonella bacilliformis KC583
NC_008781	Polaromonas naphthalenivorans CJ2
NC_008786	Verminephrobacter eiseniae EF01-2
NC_008787	Campylobacter jejuni subsp. jejuni 81-176
NC_008767	Neisseria meningitidis FAM18
NC_008769	Mycobacterium bovis BCG str. Pasteur 1173P2
NC_008789	Halorhodospira halophila SL1
NC_008817	Prochlorococcus marinus str. MIT 9515
NC_008816	Prochlorococcus marinus str. AS9601
NC_008820	Prochlorococcus marinus str. MIT 9303
NC_008819	Prochlorococcus marinus str. NATL1A
NC_008825	Methylibium petroleiphilum PM1
NC_008836	Burkholderia mallei NCTC 10229 chromosome I
NC_009004	Lactococcus lactis subsp. cremoris MG1363
NC_009009	Streptococcus sanguinis SK36
NC_009077	Mycobacterium sp. JLS
NC_009074	Burkholderia pseudomallei 668 chromosome I
NC_009075	Burkholderia pseudomallei 668 chromosome chromosome II
NC_009079	Burkholderia mallei NCTC 10247 chromosome II
NC_009080	Burkholderia mallei NCTC 10247 chromosome I
NC_009076	Burkholderia pseudomallei 1106a chromosome I
NC_009078	Burkholderia pseudomallei 1106a chromosome II
NC_009049	Rhodobacter sphaeroides ATCC 17029 chromosome 1
NC_009050	Rhodobacter sphaeroides ATCC 17029 chromosome 2
NC_009091	Prochlorococcus marinus str. MIT 9301
NC_009092	Shewanella loihica PV-4
NC_009254	Burkholderia vietnamiensis G4 chromosome 3
NC_009255	Burkholderia vietnamiensis G4 chromosome 2
NC_009256	Burkholderia vietnamiensis G4 chromosome 1
NC_009253	Desulfotomaculum reducens MI-1
NC_009257	Francisella tularensis subsp. tularensis WY96-3418
NC_009328	Geobacillus thermodenitrificans NG80-2
NC_009332	Streptococcus pyogenes str. Manfredo
NC_009337	Chlorobium phaeovibrioides DSM 265
NC_009338	Mycobacterium gilvum PYR-GCK
NC_009348	Aeromonas salmonicida subsp. salmonicida A449
NC_009379	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1
NC_009380	Salinispora tropica CNB-440
NC_009381	Yersinia pestis Pestoides F
NC_009428	Rhodobacter sphaeroides ATCC 17025
NC_009437	Caldicellulosiruptor saccharolyticus DSM 8903
NC_009441	Flavobacterium johnsoniae UW101
NC_009436	Enterobacter sp. 638
NC_009442	Streptococcus suis 05ZYH33
NC_009446	Dichelobacter nodosus VCS1703A
NC_009455	Dehalococcoides sp. BAV1
NC_009454	Pelotomaculum thermopropionicum SI
NC_009481	Synechococcus sp. WH 7803
NC_009465	Candidatus Vesicomyosocius okutanii HA
NC_009485	Bradyrhizobium sp. BTAi1
NC_009484	Acidiphilium cryptum JF-5
NC_009483	Geobacter uraniireducens Rf4
NC_009487	Staphylococcus aureus subsp. aureus JH9
NC_009486	Thermotoga petrophila RKU-1
NC_009480	Clavibacter michiganensis subsp. michiganensis NCPPB 382
NC_009488	Orientia tsutsugamushi str. Boryong
NC_009497	Mycoplasma agalactiae PG2
NC_009495	Clostridium botulinum A str. ATCC 3502
NC_009511	Sphingomonas wittichii RW1
NC_009505	Brucella ovis ATCC 25840 chromosome I
NC_009524	Psychrobacter sp. PRwf-1
NC_009523	Roseiflexus sp. RS-1
NC_009525	Mycobacterium tuberculosis H37Ra
NC_009565	Mycobacterium tuberculosis F11
NC_009567	Haemophilus influenzae PittGG
NC_009614	Bacteroides vulgatus ATCC 8482
NC_009615	Parabacteroides distasonis ATCC 8503
NC_009617	Clostridium beijerinckii NCIMB 8052
NC_009616	Thermosipho melanesiensis BI429
NC_009633	Alkaliphilus metalliredigens QYMF
NC_009636	Sinorhizobium medicae WSM419
NC_009674	Bacillus cytotoxicus NVH 391-98
NC_009655	Actinobacillus succinogenes 130Z
NC_009659	Janthinobacterium sp. Marseille
NC_009656	Pseudomonas aeruginosa PA7
NC_009662	Nitratiruptor sp. SB155-2
NC_009663	Sulfurovum sp. NBC37-1
NC_009654	Marinomonas sp. MWYL1
NC_009665	Shewanella baltica OS185
NC_009675	Anaeromyxobacter sp. Fw109-5
NC_009667	Ochrobactrum anthropi ATCC 49188 chromosome 1
NC_009668	Ochrobactrum anthropi ATCC 49188 chromosome 2
NC_009697	Clostridium botulinum A str. ATCC 19397
NC_009699	Clostridium botulinum F str. Langeland
NC_009707	Campylobacter jejuni subsp. doylei 269.97
NC_009714	Campylobacter hominis ATCC BAA-381
NC_009715	Campylobacter curvus 525.92
NC_009720	Xanthobacter autotrophicus Py2
NC_009718	Fervidobacterium nodosum Rt17-B1
NC_009719	Parvibaculum lavamentivorans DS-1
NC_009725	Bacillus amyloliquefaciens FZB42
NC_009727	Coxiella burnetii Dugway 5J108-111
NC_009749	Francisella tularensis subsp. holarctica FTNF002-00
NC_009767	Roseiflexus castenholzii DSM 13941
NC_009783	Vibrio harveyi ATCC BAA-1116 chromosome I
NC_009784	Vibrio harveyi ATCC BAA-1116 chromosome II
NC_009782	Staphylococcus aureus subsp. aureus Mu3
NC_009792	Citrobacter koseri ATCC BAA-895
NC_009785	Streptococcus gordonii str. Challis substr. CH1
NC_009801	Escherichia coli E24377A
NC_009802	Campylobacter concisus 13826
NC_009828	Thermotoga lettingae TMO
NC_009832	Serratia proteamaculans 568
NC_009831	Shewanella sediminis HAW-EB3
NC_009840	Prochlorococcus marinus str. MIT 9215
NC_009839	Campylobacter jejuni subsp. jejuni 81116
NC_009848	Bacillus pumilus SAFR-032
NC_009883	Rickettsia bellii OSU 85-389
NC_009882	Rickettsia rickettsii str. 'Sheila Smith'
NC_009901	Shewanella pealeana ATCC 700345
NC_009922	Alkaliphilus oremlandii OhILAs
NC_009925	Acaryochloris marina MBIC11017
NC_009937	Azorhizobium caulinodans ORS 571
NC_009943	Desulfococcus oleovorans Hxd3
NC_009953	Salinispora arenicola CNS-205
NC_009952	Dinoroseobacter shibae DFL 12
NC_009972	Herpetosiphon aurantiacus DSM 785
NC_009976	Prochlorococcus marinus str. MIT 9211
NC_009997	Shewanella baltica OS195
NC_010001	Clostridium phytofermentans ISDg
NC_010002	Delftia acidovorans SPH-1
NC_010003	Petrotoga mobilis SJ95
NC_010117	Coxiella burnetii RSA 331
NC_010120	Neisseria meningitidis 053442
NC_010159	Yersinia pestis Angola
NC_010163	Acholeplasma laidlawii PG-8A
NC_010162	Sorangium cellulosum 'So ce 56'
NC_007335	Prochlorococcus marinus str. NATL2A
NC_003155	Streptomyces avermitilis MA-4680
NC_007146	Haemophilus influenzae 86-028NP
NC_006270	Bacillus licheniformis ATCC 14580
NC_010168	Renibacterium salmoninarum ATCC 33209
NC_010167	Brucella suis ATCC 23445 chromosome II
NC_010170	Bordetella petrii DSM 12804
NC_010184	Bacillus weihenstephanensis KBAB4
NC_010278	Actinobacillus pleuropneumoniae serovar 3 str. JL03
NC_010296	Microcystis aeruginosa NIES-843
NC_010322	Pseudomonas putida GB-1
NC_010321	Thermoanaerobacter pseudethanolicus ATCC 33223
NC_010320	Thermoanaerobacter sp. X514
NC_010334	Shewanella halifaxensis HAW-EB4
NC_010336	Francisella philomiragia subsp. philomiragia ATCC 25017
NC_010338	Caulobacter sp. K31
NC_010397	Mycobacterium abscessus
NC_010400	Acinetobacter baumannii SDF
NC_010410	Acinetobacter baumannii AYE
NC_010382	Lysinibacillus sphaericus C3-41
NC_010424	Candidatus Desulforudis audaxviator MP104C
NC_010380	Streptococcus pneumoniae Hungary19A-6
NC_010471	Leuconostoc citreum KM20
NC_010468	Escherichia coli ATCC 8739
NC_010465	Yersinia pseudotuberculosis YPIII
NC_010475	Synechococcus sp. PCC 7002
NC_010483	Thermotoga sp. RQ2
NC_010498	Escherichia coli SMS-3-5
NC_010501	Pseudomonas putida W619
NC_010506	Shewanella woodyi ATCC 51908
NC_010513	Xylella fastidiosa M12
NC_010508	Burkholderia cenocepacia MC0-3 chromosome 1
NC_010512	Burkholderia cenocepacia MC0-3 chromosome 3
NC_010515	Burkholderia cenocepacia MC0-3 chromosome 2
NC_010511	Methylobacterium sp. 4-46
NC_010505	Methylobacterium radiotolerans JCM 2831
NC_010516	Clostridium botulinum B1 str. Okra
NC_010520	Clostridium botulinum A3 str. Loch Maree
NC_010503	Ureaplasma parvum serovar 3 str. ATCC 27815
NC_010407	Clavibacter michiganensis subsp. sepedonicus
NC_010524	Leptothrix cholodnii SP-6
NC_010531	Polynucleobacter necessarius subsp. necessarius STIR1
NC_010547	Cyanothece sp. ATCC 51142 chromosome linear
NC_010556	Exiguobacterium sibiricum 255-15
NC_010551	Burkholderia ambifaria MC40-6 chromosome 1
NC_010552	Burkholderia ambifaria MC40-6 chromosome 2
NC_010557	Burkholderia ambifaria MC40-6 chromosome 3
NC_010571	Opitutus terrae PB90-1
NC_010572	Streptomyces griseus subsp. griseus NBRC 13350
NC_010581	Beijerinckia indica subsp. indica ATCC 9039
NC_010577	Xylella fastidiosa M23
NC_010582	Streptococcus pneumoniae CGSP14
NC_010612	Mycobacterium marinum M
NC_010609	Lactobacillus reuteri JCM 1112
NC_010610	Lactobacillus fermentum IFO 3956
NC_010611	Acinetobacter baumannii ACICU
NC_010617	Kocuria rhizophila DC2201
NC_010623	Burkholderia phymatum STM815 chromosome 2
NC_010622	Burkholderia phymatum STM815 chromosome 1
NC_010628	Nostoc punctiforme PCC 73102
NC_010634	Yersinia pseudotuberculosis PB1/+
NC_010644	Elusimicrobium minutum Pei191
NC_010645	Bordetella avium 197N
NC_010658	Shigella boydii CDC 3083-94
NC_010655	Akkermansia muciniphila ATCC BAA-835
NC_010673	Borrelia hermsii DAH
NC_010676	Burkholderia phytofirmans PsJN chromosome 2
NC_010681	Burkholderia phytofirmans PsJN chromosome 1
NC_010677	Francisella tularensis subsp. mediasiatica FSC147
NC_010674	Clostridium botulinum B str. Eklund 17B
NC_010694	Erwinia tasmaniensis Et1/99
NC_010717	Xanthomonas oryzae pv. oryzae PXO99A
NC_010725	Methylobacterium populi BJ001
NC_010718	Natranaerobius thermophilus JW/NM-WN-LF
NC_010723	Clostridium botulinum E3 str. Alaska E43
NC_010528	Cupriavidus taiwanensis LMG 19424 chromosome 1
NC_010530	Cupriavidus taiwanensis LMG 19424 chromosome 2
NC_010688	Xanthomonas campestris pv. campestris str. B100
NC_010730	Sulfurihydrogenibium sp. YO3AOP1
NC_010793	Orientia tsutsugamushi str. Ikeda
NC_010794	Methylacidiphilum infernorum V4
NC_010803	Chlorobium limicola DSM 245
NC_010801	Burkholderia multivorans ATCC 17616 chromosome 3
NC_010804	Burkholderia multivorans ATCC 17616 chromosome 1
NC_010805	Burkholderia multivorans ATCC 17616 chromosome 2
NC_010814	Geobacter lovleyi SZ
NC_010831	Chlorobium phaeobacteroides BS1
NC_010830	Candidatus Amoebophilus asiaticus 5a2
NC_010843	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome II
NC_010939	Actinobacillus pleuropneumoniae serovar 7 str. AP76
NC_010981	Wolbachia endosymbiont of Culex quinquefasciatus Pel
NC_010943	Stenotrophomonas maltophilia K279a
NC_010994	Rhizobium etli CIAT 652
NC_011002	Burkholderia cenocepacia J2315 chromosome 3
NC_011004	Rhodopseudomonas palustris TIE-1
NC_010995	Cellvibrio japonicus Ueda107
NC_011025	Mycoplasma arthritidis 158L3-1
NC_011027	Chlorobaculum parvum NCIB 8327
NC_011026	Chloroherpeton thalassium ATCC 35110
NC_011035	Neisseria gonorrhoeae NCCP11945
NC_011047	Candidatus Phytoplasma mali
NC_011059	Prosthecochloris aestuarii DSM 271
NC_011060	Pelodictyon phaeoclathratiforme BU-1
NC_011071	Stenotrophomonas maltophilia R551-3
NC_011072	Streptococcus pneumoniae G54
NC_011126	Hydrogenobaculum sp. Y04AAS1
NC_011144	Phenylobacterium zucineum HLK1
NC_011146	Geobacter bemidjiensis Bem
NC_011145	Anaeromyxobacter sp. K
NC_010554	Proteus mirabilis HI4320
NC_010544	Candidatus Phytoplasma australiense
NC_011184	Vibrio fischeri MJ11 chromosome I
NC_011186	Vibrio fischeri MJ11 chromosome II
NC_011229	Borrelia duttonii Ly
NC_011244	Borrelia recurrentis A1
NC_011000	Burkholderia cenocepacia J2315 chromosome 1
NC_011001	Burkholderia cenocepacia J2315 chromosome 2
NC_011295	Coprothermobacter proteolyticus DSM 5265
NC_011297	Dictyoglomus thermophilum H-6-12
NC_011333	Helicobacter pylori G27
NC_011365	Gluconacetobacter diazotrophicus PAl 5
NC_011369	Rhizobium leguminosarum bv. trifolii WSM2304
NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699
NC_011375	Streptococcus pyogenes NZ131
NC_011312	Aliivibrio salmonicida LFI1238 chromosome chromosome 1
NC_011313	Aliivibrio salmonicida LFI1238 chromosome 2
NC_011386	Oligotropha carboxidovorans OM5
NC_011498	Helicobacter pylori P12
NC_011565	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
NC_011567	Anoxybacillus flavithermus WK1
NC_011586	Acinetobacter baumannii AB0057
NC_011593	Bifidobacterium longum subsp. infantis ATCC 15697
NC_011595	Acinetobacter baumannii AB307-0294
NC_011653	Thermosipho africanus TCF52B
NC_011658	Bacillus cereus AH187
NC_011660	Listeria monocytogenes HCC23
NC_011663	Shewanella baltica OS223
NC_011666	Methylocella silvestris BL2
NC_011725	Bacillus cereus B4264
NC_011726	Cyanothece sp. PCC 8801
NC_011728	Borrelia burgdorferi ZS7
NC_011729	Cyanothece sp. PCC 7424
NC_011757	Methylobacterium extorquens CM4
NC_011768	Desulfatibacillum alkenivorans AK-01
NC_011769	Desulfovibrio vulgaris str. 'Miyazaki F'
NC_011770	Pseudomonas aeruginosa LESB58
NC_011772	Bacillus cereus G9842
NC_011773	Bacillus cereus AH820
NC_011830	Desulfitobacterium hafniense DCB-2
NC_011833	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)
NC_011834	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)
NC_011831	Chloroflexus aggregans DSM 9485
NC_011837	Clostridium kluyveri NBRC 12016
NC_011852	Haemophilus parasuis SH0165
NC_011883	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
NC_011884	Cyanothece sp. PCC 7425
NC_011886	Arthrobacter chlorophenolicus A6
NC_011894	Methylobacterium nodulans ORS 2060
NC_011898	Clostridium cellulolyticum H10
NC_011899	Halothermothrix orenii H 168
NC_011896	Mycobacterium leprae Br4923
NC_011900	Streptococcus pneumoniae ATCC 700669
NC_011958	Rhodobacter sphaeroides KD131 chromosome 2
NC_011959	Thermomicrobium roseum DSM 5159
NC_011985	Agrobacterium radiobacter K84 chromosome 1
NC_011969	Bacillus cereus Q1
NC_011978	Thermotoga neapolitana DSM 4359
NC_011988	Agrobacterium vitis S4 chromosome 2
NC_011992	Acidovorax ebreus TPSY
NC_011989	Agrobacterium vitis S4 chromosome 1
NC_011999	Macrococcus caseolyticus JCSC5402
NC_012004	Streptococcus uberis 0140J
NC_011993	Escherichia coli LF82
NC_012026	Anaplasma marginale str. Florida
NC_012032	Chloroflexus sp. Y-400-fl
NC_012034	Caldicellulosiruptor bescii DSM 6725
NC_012108	Desulfobacterium autotrophicum HRM2
NC_012115	Nautilia profundicola AmH
NC_012121	Staphylococcus carnosus subsp. carnosus TM300
NC_012207	Mycobacterium bovis BCG str. Tokyo 172
NC_012416	Wolbachia sp. wRi
NC_012442	Brucella melitensis ATCC 23457 chromosome II
NC_012438	Sulfurihydrogenibium azorense Az-Fu1
NC_012440	Persephonella marina EX-H1
NC_012441	Brucella melitensis ATCC 23457 chromosome I
NC_012466	Streptococcus pneumoniae JJA
NC_012467	Streptococcus pneumoniae P1031
NC_012468	Streptococcus pneumoniae 70585
NC_012469	Streptococcus pneumoniae Taiwan19F-14
NC_012472	Bacillus cereus 03BB102
NC_012470	Streptococcus equi subsp. zooepidemicus
NC_012471	Streptococcus equi subsp. equi 4047
NC_012488	Listeria monocytogenes Clip81459
NC_012489	Gemmatimonas aurantiaca T-27
NC_012491	Brevibacillus brevis NBRC 100599
NC_012526	Deinococcus deserti VCD115
NC_012522	Rhodococcus opacus B4
NC_012559	Laribacter hongkongensis HLHK9
NC_012560	Azotobacter vinelandii DJ
NC_012563	Clostridium botulinum A2 str. Kyoto
NC_012578	Vibrio cholerae M66-2 chromosome I
NC_012582	Vibrio cholerae O395 chromosome chromosome I
NC_012583	Vibrio cholerae O395 chromosome chromosome II
NC_012580	Vibrio cholerae M66-2 chromosome II
NC_012581	Bacillus anthracis str. CDC 684
NC_012590	Corynebacterium aurimucosum ATCC 700975
NC_012633	Rickettsia africae ESF-5
NC_012660	Pseudomonas fluorescens SBW25
NC_012659	Bacillus anthracis str. A0248
NC_012667	Vibrio cholerae MJ-1236 chromosome 2
NC_012668	Vibrio cholerae MJ-1236 chromosome 1
NC_012669	Beutenbergia cavernae DSM 12333
NC_012673	Exiguobacterium sp. AT1b
NC_011662	Thauera sp. MZ1T
NC_012704	Corynebacterium kroppenstedtii DSM 44385
NC_012658	Clostridium botulinum Ba4 str. 657
NC_012686	Chlamydia trachomatis B/Jali20/OT
NC_012687	Chlamydia trachomatis B/TZ1A828/OT
NC_012691	Tolumonas auensis DSM 9187
NC_012695	Burkholderia pseudomallei MSHR346 chromosome I
NC_012730	Rickettsia peacockii str. Rustic
NC_012731	Klebsiella pneumoniae NTUH-K2044
NC_012778	Eubacterium eligens ATCC 27750
NC_012785	Kosmotoga olearia TBF 19.5.1
NC_012791	Variovorax paradoxus S110 chromosome 1
NC_012792	Variovorax paradoxus S110 chromosome 2
NC_012793	Geobacillus sp. WCH70
NC_012796	Desulfovibrio magneticus RS-1
NC_012803	Micrococcus luteus NCTC 2665
NC_012806	Mycoplasma conjunctivae HRC/581
NC_012846	Bartonella grahamii as4aup
NC_012814	Bifidobacterium animalis subsp. lactis Bl-04
NC_012850	Rhizobium leguminosarum bv. trifolii WSM1325
NC_012856	Ralstonia pickettii 12D chromosome 1
NC_012857	Ralstonia pickettii 12D chromosome 2
NC_012880	Dickeya dadantii Ech703
NC_012881	Desulfovibrio salexigens DSM 2638
NC_012912	Dickeya zeae Ech1591
NC_012913	Aggregatibacter aphrophilus NJ8700
NC_012914	Paenibacillus sp. JDR-2
NC_012917	Pectobacterium carotovorum subsp. carotovorum PC1
NC_012918	Geobacter sp. M21
NC_012924	Streptococcus suis SC84
NC_012925	Streptococcus suis P1/7
NC_012947	Escherichia coli 'BL21-Gold(DE3)pLysS AG'
NC_012943	Mycobacterium tuberculosis KZN 1435
NC_012962	Photorhabdus asymbiotica
NC_012968	Methylotenera mobilis JLW8
NC_012969	Methylovorus glucosetrophus SIP3-4
NC_012973	Helicobacter pylori B38
NC_012997	Teredinibacter turnerae T7901
NC_013009	Neorickettsia risticii str. Illinois
NC_013016	Neisseria meningitidis alpha14
NC_013037	Dyadobacter fermentans DSM 18053
NC_013061	Pedobacter heparinus DSM 2366
NC_013062	Flavobacteriaceae bacterium 3519-10
NC_005303	Onion yellows phytoplasma OY-M
NC_007492	Pseudomonas fluorescens Pf0-1
NC_009664	Kineococcus radiotolerans SRS30216
NC_010337	Heliobacterium modesticaldum Ice1
NC_013118	Brucella microti CCM 4915 chromosome 2
NC_013119	Brucella microti CCM 4915 chromosome 1
NC_013123	Candidatus Sulcia muelleri SMDSEM
NC_013124	Acidimicrobium ferrooxidans DSM 10331
NC_013093	Actinosynnema mirum DSM 43827
NC_013132	Chitinophaga pinensis DSM 2588
NC_013162	Capnocytophaga ochracea DSM 7271
NC_013166	Kangiella koreensis DSM 16069
NC_013169	Kytococcus sedentarius DSM 20547
NC_013170	Cryptobacterium curtum DSM 15641
NC_013173	Desulfomicrobium baculatum DSM 4028
NC_013174	Jonesia denitrificans DSM 20603
NC_013159	Saccharomonospora viridis DSM 43017
NC_013161	Cyanothece sp. PCC 8802
NC_013165	Slackia heliotrinireducens DSM 20476
NC_013171	Anaerococcus prevotii DSM 20548
NC_013194	Candidatus Accumulibacter phosphatis clade IIA str. UW-1
NC_013192	Leptotrichia buccalis C-1013-b
NC_013223	Desulfohalobium retbaense DSM 5692
NC_013198	Lactobacillus rhamnosus GG
NC_013216	Desulfotomaculum acetoxidans DSM 771
NC_013199	Lactobacillus rhamnosus Lc 705
NC_013235	Nakamurella multipartita DSM 44233
NC_012214	Erwinia pyrifoliae Ep1/96
NC_013315	Clostridium difficile CD196
NC_013316	Clostridium difficile R20291
NC_013355	Zymomonas mobilis subsp. mobilis NCIMB 11163
NC_013385	Ammonifex degensii KC4
NC_013406	Paenibacillus sp. Y412MC10
NC_013411	Geobacillus sp. Y412MC61
NC_013421	Pectobacterium wasabiae WPP163
NC_013440	Haliangium ochraceum DSM 14365
NC_013454	Blattabacterium sp. (Blattella germanica) str. Bge
NC_013456	Vibrio sp. Ex25 chromosome 1
NC_013457	Vibrio sp. Ex25 chromosome 2
NC_013504	Lactobacillus johnsonii FI9785
NC_013512	Sulfurospirillum deleyianum DSM 6946
NC_013517	Sebaldella termitidis ATCC 33386
NC_013515	Streptobacillus moniliformis DSM 12112
NC_013510	Thermomonospora curvata DSM 43183
NC_013450	Staphylococcus aureus subsp. aureus ED98
NC_013521	Sanguibacter keddieii DSM 10542
NC_013520	Veillonella parvula DSM 2008
NC_013523	Sphaerobacter thermophilus DSM 20745 chromosome 1
NC_013526	Thermobaculum terrenum ATCC BAA-798 chromosome 2
NC_013525	Thermobaculum terrenum ATCC BAA-798 chromosome 1
NC_013524	Sphaerobacter thermophilus DSM 20745 chromosome 2
NC_013530	Xylanimonas cellulosilytica DSM 15894
NC_013532	Anaplasma centrale str. Israel
NC_013552	Dehalococcoides sp. VS
NC_013592	Dickeya dadantii Ech586
NC_013595	Streptosporangium roseum DSM 43021
NC_013642	Thermotoga naphthophila RKU-10
NC_013656	Lactococcus lactis subsp. lactis KF147
NC_013715	Rothia mucilaginosa DY-18
